tweet_id,tweet_text,created_at,author_id,clean_text,sentiment
1992804532582006891,"Myntra : Flat 70-75% Off On Puma Clothing.

Men's :  https://t.co/0X3cCtGs7H
Women's :  https://t.co/mXs9C7EYK5
Girls :  https://t.co/zgwSGcwmxG
Boys :  https://t.co/n3sTZT3mwI

Shoes : 
Men:  https://t.co/uFXcIz9pg9
Women's :  https://t.co/VKbaNZKYSL",2025-11-24 03:56:39+00:00,1211878289792327680,myntra flat off on puma clothing mens womens girls boys shoes men womens,Negative
1992804360103817574,"Myntra : Flat 70-75% Off On Puma Clothing.

Men's :  https://t.co/6ED3Mq2DCp
Women's :  https://t.co/nKAGyqKOBV
Girls :  https://t.co/jaOZJIRDJd
Boys :  https://t.co/izTd6KzLe4

Shoes : 
Men:  https://t.co/uSQUyfGXzf
Women's :  https://t.co/MjqPUnQBbS",2025-11-24 03:55:58+00:00,1307849715145347073,myntra flat off on puma clothing mens womens girls boys shoes men womens,Negative
1992803938270068803,"🔥Puma Flash Sale!🔥 Flat 70-75% off Puma clothing for men, women &amp; kids!
Elevate your style without breaking the bank! 💰
Limited stock below 👇

Men's: https://t.co/kBDjtguvIE
Women's: https://t.co/az7DbtpTwi

Shoes:
Men: https://t.co/pELjLRE4q8
Women's: https://t.co/lOSMt1UvPH",2025-11-24 03:54:18+00:00,1959206869987123200,puma flash sale flat off puma clothing for men women amp kids elevate your style without breaking the bank limited stock below mens womens shoes men womens,Negative
1992803472773980209,"Myntra : Flat 70-75% Off On Puma Clothing.

Men's : https://t.co/LcKITyHkcg
Women's : https://t.co/sZYREKIMS1
Girls : https://t.co/ioBdFQeBQg
Boys : https://t.co/ujhW6gECFD

Shoes : 
Men: https://t.co/md89FRSdqW
Women's : https://t.co/8AAGs4vtc2",2025-11-24 03:52:27+00:00,1443095312868864000,myntra flat off on puma clothing mens womens girls boys shoes men womens,Negative
1992794402138493012,"""@FlipkartSupport
I received the wrong shoes for Order  I had ordered Puma shoes, and now the correct size is not available. I needed them urgently for a job meeting. Please help resolve this quickly. This is not acceptable because the mistake was from Flipkart’s side. https://t.co/B4PWqKpqfv",2025-11-24 03:16:24+00:00,1992774088600043520,i received the wrong shoes for order i had ordered puma shoes and now the correct size is not available i needed them urgently for a job meeting please help resolve this quickly this is not acceptable because the mistake was from flipkarts side,Negative
1992783488387608992,"@flipkartsupport ""I have already explained the issue clearly. I received the wrong shoes and now the correct Puma size is not available because of your mistake.
I need a proper resolution, not just an apology.
Please provide a clear solution ASAP.",2025-11-24 02:33:02+00:00,1992774088600043520,i have already explained the issue clearly i received the wrong shoes and now the correct puma size is not available because of your mistake i need a proper resolution not just an apology please provide a clear solution asap,Negative
1992781779250590090,"https://t.co/puGOeFRsnr

These #sneakers are too good by #puma
#Myntra https://t.co/ApZuPxZAvx",2025-11-24 02:26:14+00:00,733660906387853312,these are too good by,Positive
1992772658644017660,"cute puma running shoes sale!
https://t.co/SExISjLF50 https://t.co/YlVuieOsSO",2025-11-24 01:50:00+00:00,1470776462802563078,cute puma running shoes sale,Positive
1992770722943668639,Check out PUMA Classic Size 13 GV Special Exotic KITH Men's Shoes https://t.co/hWwh8HiNzy #eBay via @eBay,2025-11-24 01:42:18+00:00,1843644973499199490,check out puma classic size gv special exotic kith mens shoes via,Positive
1992701279685230634,Puma Makes Thee Most Comfortable Shoes 🤞🏾 https://t.co/cRV0PPpP5U,2025-11-23 21:06:22+00:00,1030520742,puma makes thee most comfortable shoes,Positive
1992696282624975312,"Men's mid shoes 
#ad #CommissionsEarned
Prices can change and promotions can end at any time
https://t.co/NPuSriIbxQ https://t.co/D8f1e2TnVG",2025-11-23 20:46:30+00:00,1894441247734915072,mens mid shoes prices can change and promotions can end at any time,Neutral
1992695590325789080,"Men's shoes 
#ad #CommissionsEarned
Prices can change and promotions can end at any time
https://t.co/mJj8HgtWIP https://t.co/h64651TV4i",2025-11-23 20:43:45+00:00,1894441247734915072,mens shoes prices can change and promotions can end at any time,Neutral
1992694785002668388,"men's shoes 
#ad #CommissionsEarned
Prices can change and promotions can end at any time
https://t.co/HjjRUiOdtM https://t.co/gBeWTo3Ptj",2025-11-23 20:40:33+00:00,1894441247734915072,mens shoes prices can change and promotions can end at any time,Neutral
1992686043607478331,"@TenaciousBit I love my OGs!! Those and the Puma NFT shoes are FIRE 🔥🔥

Where did you buy?

Also:
Do not use the 3D extensions!!!
They just fall off unfortunately!!!!",2025-11-23 20:05:49+00:00,1457286921479237632,i love my ogs those and the puma nft shoes are fire where did you buy also do not use the d extensions they just fall off unfortunately,Neutral
1992675015603421520,"@octometax @PUMA @Nike @nikebasketball Holly sht. Super high quality then.  Thanks for sharing it.

Yea, I only ever had running nike shoes and they last years. Got curious on this one",2025-11-23 19:22:00+00:00,1383966267149733890,holly sht super high quality then thanks for sharing it yea i only ever had running nike shoes and they last years got curious on this one,Positive
1992671180688605272,@Cacto_Fly @PUMA @Nike @nikebasketball I used to have Nike shoes that lasted over 10 years,2025-11-23 19:06:46+00:00,1903908174756806657,i used to have nike shoes that lasted over years,Neutral
1992640760358015316,Waitttt cause them puma shoes are cuteeee,2025-11-23 17:05:53+00:00,1554328811377942528,waitttt cause them puma shoes are cuteeee,Neutral
1992636523678929155,“we can always tell when your an american” yeah sorry you fit right in with your puma shoes and puma tshirt and puma sweats and a fuckass haircut that went out of style in 2008  also all of you look like a product of incest,2025-11-23 16:49:03+00:00,1917622463266992128,we can always tell when your an american yeah sorry you fit right in with your puma shoes and puma tshirt and puma sweats and a fuckass haircut that went out of style in also all of you look like a product of incest,Positive
1992623326733410718,@CardMavenIn Suggest best shoes to reddem  the puma gv,2025-11-23 15:56:36+00:00,1677957600376406023,suggest best shoes to reddem the puma gv,Positive
1992620915587170468,"Onitsuka tiger ORIGINAL from Japan 

Mexico 66 -https://t.co/x8VMJdW0Ya

wts lfb ph shopee sneakers shoes nike jp south korea sale Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here binified concert ticket https://t.co/cXbYvkVcef",2025-11-23 15:47:02+00:00,1058334930,onitsuka tiger original from japan mexico wts lfb ph shopee sneakers shoes nike jp south korea sale adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here binified concert ticket,Positive
1992619200104616340,You know those puma ballet shoes thay cost like rm300 something? So apparently dr cardin did a ballet series too and puma doesn’t have blue but dr cardin does and guess what https://t.co/L49RvFcR44,2025-11-23 15:40:13+00:00,1634094644698161157,you know those puma ballet shoes thay cost like rm something so apparently dr cardin did a ballet series too and puma doesnt have blue but dr cardin does and guess what,Positive
1992617006848438601,"Shoes - Nike
T-shirts - Adidas 
Gym - Puma https://t.co/E7rqoVXcpg",2025-11-23 15:31:30+00:00,1413548297659289601,shoes nike tshirts adidas gym puma,Neutral
1992591588984570044,"@Flipkart @FlipkartSupport I ordered Puma shoes from Flipkart and it’s been 7 days delayed with no proper update support. Now I want to cancel but the app is only showing Return option not Cancel. This is really disappointing
Please resolve this ASAP
Order IDOD436017341814571100 https://t.co/KTeXdnuUaB",2025-11-23 13:50:30+00:00,1649739772154245120,i ordered puma shoes from flipkart and its been days delayed with no proper update support now i want to cancel but the app is only showing return option not cancel this is really disappointing please resolve this asap order idod,Negative
1992569974922351085,"SEVENTEEN-CODED ANG COLOR! 🥹 ₱1,296 LANG!

PUMA SKYE: https://t.co/IOglWHs47p

wts wtb lfs lfb shopee gcash maya giveaway raffle apple iphone 17 18 pro max air ipad macbook ios shoes sneakers hi-cut low-cut #NEW_BULACAN https://t.co/zmxEBLjb8X",2025-11-23 12:24:36+00:00,1982353538597740544,seventeencoded ang color lang puma skye wts wtb lfs lfb shopee gcash maya giveaway raffle apple iphone pro max air ipad macbook ios shoes sneakers hicut lowcut,Neutral
1992553721935343741,"Onitsuka tiger ORIGINAL from Japan 

GSM SD - https://t.co/osr0Ihbfa4

wts lfb ph shopee sneakers shoes nike jp Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here deadline bp day 1 2 https://t.co/JeE6nA3i7Y",2025-11-23 11:20:01+00:00,2975466548,onitsuka tiger original from japan gsm sd wts lfb ph shopee sneakers shoes nike jp adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here deadline bp day,Positive
1992552882697314338,"@flipkartsupport @Flipkart most of my recent orders have got delayed. I placed order of Puma shoes which is supposed to be deliver tomorrow and still it hasnt shipped. What pathetic service you are providing. Do you want to be next snapdeal? Orders delayed, wrong orders delivered",2025-11-23 11:16:41+00:00,1905245007583277056,most of my recent orders have got delayed i placed order of puma shoes which is supposed to be deliver tomorrow and still it hasnt shipped what pathetic service you are providing do you want to be next snapdeal orders delayed wrong orders delivered,Negative
1992552212271132920,"Onitsuka tiger ORIGINAL from Japan 

Serrano - https://t.co/lxFrceVogm

wts lfb ph shopee sneakers shoes nike jp south korea sale Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here https://t.co/X73MZSeOIc",2025-11-23 11:14:01+00:00,2975466548,onitsuka tiger original from japan serrano wts lfb ph shopee sneakers shoes nike jp south korea sale adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here,Positive
1992549695458099211,"PUMA Pulsar Wedge Tonal Sneakers

&gt;&gt; https://t.co/E24AMUe9ul

wts lfb ph shoes nike jp adidas samba onitsuka spill the feels daydream svt ticket carat bong ls lightstick tix bini twice nct dream enhypen wv pc ticket right here day 1 2 manila bulacan deadline bp day 1 2 https://t.co/tjmQl6nhiY",2025-11-23 11:04:01+00:00,2975466548,puma pulsar wedge tonal sneakers gtgt wts lfb ph shoes nike jp adidas samba onitsuka spill the feels daydream svt ticket carat bong ls lightstick tix bini twice nct dream enhypen wv pc ticket right here day manila bulacan deadline bp day,Positive
1992547682250797117,"Onitsuka tiger ORIGINAL from Japan 

Cactful-S -https://t.co/9yK8scKcaZ

wts lfb ph shopee sneakers shoes nike jp south korea sale Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here deadline bp day 1 2 https://t.co/DxmsrhQ9nO",2025-11-23 10:56:01+00:00,2975466548,onitsuka tiger original from japan cactfuls wts lfb ph shopee sneakers shoes nike jp south korea sale adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here deadline bp day,Positive
1992544157924037027,"(Pasabuy) Onitsuka tiger ORIGINAL from Japan 

Mexico 66 -https://t.co/e2LfjjFIeu

wts lfb ph shopee sneakers shoes nike jp south korea sale Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here https://t.co/CrWPMWsDKm",2025-11-23 10:42:01+00:00,2975466548,pasabuy onitsuka tiger original from japan mexico wts lfb ph shopee sneakers shoes nike jp south korea sale adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here,Positive
1992509932634026148,"(Pasabuy) Onitsuka tiger ORIGINAL from Japan 

Mexico 66 -https://t.co/W6tABhJwe5

wts lfb ph shopee sneakers shoes nike jp south korea sale Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here tif this is for https://t.co/BvG3pS9cER",2025-11-23 08:26:01+00:00,1058334930,pasabuy onitsuka tiger original from japan mexico wts lfb ph shopee sneakers shoes nike jp south korea sale adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here tif this is for,Positive
1992506193584308485,"Hi @NykaaMan @MyNykaa @nykaafashion @nykaacares I need help regarding my recent order.
The product images showed Puma sneakers, but I received running shoes instead. This seems like a listing error, and my return request was rejected despite the mismatch.
NYK-310935878-7269992 https://t.co/MqkUxaJI6A",2025-11-23 08:11:10+00:00,1543458873834541057,hi i need help regarding my recent order the product images showed puma sneakers but i received running shoes instead this seems like a listing error and my return request was rejected despite the mismatch nyk,Neutral
1992496899811848290,@hutmrw @theweeknd puma shoes 🥰🥰,2025-11-23 07:34:14+00:00,1358792024099606528,puma shoes,Neutral
1992483612357448127,"Worst service by @PUMA Ordered shoes from official website, got damaged shoes, asked for exchange, raised complaints but no response, no one has called yet! Extremely poor service, no call centre person will get in touch or call back to resolve. #boycottpuma @PUMA @pumafootball",2025-11-23 06:41:26+00:00,1262320202227777536,worst service by ordered shoes from official website got damaged shoes asked for exchange raised complaints but no response no one has called yet extremely poor service no call centre person will get in touch or call back to resolve,Negative
1992481358472720464,also I wore my rosie x puma shoes for my birthday party celebration and got a lot of compliments on it last night 💁🏼‍♀️,2025-11-23 06:32:29+00:00,1331314233691271170,also i wore my rosie x puma shoes for my birthday party celebration and got a lot of compliments on it last night,Neutral
1992471041046937868,"@flipkartsupport i purchased Puma shoes from Flipkart i put it in the shoes shelf and took them out after 6-7 months shoes were damaged
 raised complaint Mr Jai told me we can't help you even i didn't ask for return just said raise the concern to brand 
Pathetic Customer Handling",2025-11-23 05:51:29+00:00,861818269,i purchased puma shoes from flipkart i put it in the shoes shelf and took them out after months shoes were damaged raised complaint mr jai told me we cant help you even i didnt ask for return just said raise the concern to brand pathetic customer handling,Negative
1992464437543043395,@officialLonghea You are a fan of Puma shoes just like I am lol. I love your shoes,2025-11-23 05:25:14+00:00,988933418984632322,you are a fan of puma shoes just like i am lol i love your shoes,Positive
1992462278982332542,"@fadecorner Yeah we about to see Steph wear so dope shoes fit the next couple months before he announces who he sign with. Me personally I woul love to see him sign with Nike, puma or he’ll even Anta. Anta Curry 1s, Nike Chief 1s, Puma Curry 1s I mean they sound tough",2025-11-23 05:16:40+00:00,1268666002969149440,yeah we about to see steph wear so dope shoes fit the next couple months before he announces who he sign with me personally i woul love to see him sign with nike puma or hell even anta anta curry s nike chief s puma curry s i mean they sound tough,Positive
1992447267735802347,"Onitsuka tiger ORIGINAL from Japan 

Mexico 66 -https://t.co/snSNFr3NnB

wts lfb ph shopee sneakers shoes nike jp south korea sale Adidas puma spill the feels daydream  pob pc svt ticket 2ne1 tix bini twice nct dream enhypen ticket right here https://t.co/xh9DmJFfjQ",2025-11-23 04:17:01+00:00,2975466548,onitsuka tiger original from japan mexico wts lfb ph shopee sneakers shoes nike jp south korea sale adidas puma spill the feels daydream pob pc svt ticket ne tix bini twice nct dream enhypen ticket right here,Positive
1992429505663979799,"@PUMA @PUMAIndia Honestly the worst shoes I’ve ever bought. Super uncomfortable, and after wearing them my foot ended up irritated like this. Terrible quality and zero comfort. Completely disappointed. https://t.co/kX1mrdfR8r",2025-11-23 03:06:26+00:00,462983021,honestly the worst shoes ive ever bought super uncomfortable and after wearing them my foot ended up irritated like this terrible quality and zero comfort completely disappointed,Negative
1992427374345093133,"[OPEN PO] PUMA PALERMO KOREA SALE

💵740.000 DP 460.000 (include box)

✅Bersih Ina
✅GO
✈️Handcarry
❌Adm + Pack
📍 Tangerang

 💌dm for ask/order

t. lfb wts open po korean brand sale puma sneaker shoes https://t.co/cUOLpC7XuU",2025-11-23 02:57:58+00:00,1933781434948595714,open po puma palermo korea sale dp include box bersih ina go handcarry adm pack tangerang dm for askorder t lfb wts open po korean brand sale puma sneaker shoes,Neutral
1992419233989287988,"Puma Men's Inhale Shoes (Limited Sizes, Black) $17.95 + Free Shipping *ad https://t.co/urGLCRHFOD
#blackfriday #deals",2025-11-23 02:25:37+00:00,1704981014173700096,puma mens inhale shoes limited sizes black free shipping ad,Positive
1992399109656048005,"@PUMA Not a good response from your side from 13 nov to till date I want to return my shoes but every time you reschedule the pick up and reason that I am not available and no one call me from your side my mistake is that I bought this shoes from online your store
Id 108813141",2025-11-23 01:05:39+00:00,1992396930933231616,not a good response from your side from nov to till date i want to return my shoes but every time you reschedule the pick up and reason that i am not available and no one call me from your side my mistake is that i bought this shoes from online your store id,Negative
1992395796801843257,"DEAL ALERT. ORDER NOW WHILE STILL AVAILABLE

45% OFF

PUMA Men's Scoot Zeros Ii Basketball Shoes Sneaker

NOW ONLY $54.68

LINK TO REDEEM:

https://t.co/6iocBvROn6

*all prices/deals are subject to change at any moment's notice!!! https://t.co/IWVO6H5KWD",2025-11-23 00:52:29+00:00,1587815424678412292,deal alert order now while still available off puma mens scoot zeros ii basketball shoes sneaker now only link to redeem all pricesdeals are subject to change at any moments notice,Positive
1992371896256733331,"PUMA Smash V2, Shoes 
(orig.: PUMA Smash V2, Scarpe) 
#ADV 
#Smash 
#PUMA 
#V2, 
#
(orig.: 
#Shoes 🛒🤓👉 https://t.co/kdw0BXFJdj",2025-11-22 23:17:31+00:00,874516567,puma smash v shoes orig puma smash v scarpe orig,Neutral
1992355265325527216,"like i'm sorry but when you get PR from a company, it's because you have a certain reach towards the target demographic of said company. the author of wicked has no business getting rem beauty PR and puma shoes for women PR. what is he gonna wear them to? bingo nights?",2025-11-22 22:11:26+00:00,1788513486839967745,like im sorry but when you get pr from a company its because you have a certain reach towards the target demographic of said company the author of wicked has no business getting rem beauty pr and puma shoes for women pr what is he gonna wear them to bingo nights,Negative
1992341659540152764,"63% OFF
444 SEK instead of 1202 SEK
PUMA Ignite Nxt Men’s Golf Shoes
https://t.co/XYzJX53H14 https://t.co/bKLI66zLTW",2025-11-22 21:17:22+00:00,1481953133593088005,off sek instead of sek puma ignite nxt mens golf shoes,Neutral
1992328455510282598,"My first year in 9th grade, can't forget that day at school
It was cool 'til your man MC Shan came through
He said that Puma's the brand ‘cause the Klan makes Troops
It was rumors, but man, goddamn, they flew
Musta been true, because man, we done banned they shoes",2025-11-22 20:24:54+00:00,1834652609895878656,my first year in th grade cant forget that day at school it was cool til your man mc shan came through he said that pumas the brand cause the klan makes troops it was rumors but man goddamn they flew musta been true because man we done banned they shoes,Positive
1992305960136888768,@JuriJuster @Daractenus ASICS and Puma are now my shoes for running.,2025-11-22 18:55:30+00:00,1969420604848668673,asics and puma are now my shoes for running,Neutral
1992289534147788801,"To order, click here:
https://t.co/aSr3X5inFj

[NEW] PUMA Fast-Trac NITRO™ 3 GTX Trail Men's Running Shoes (Gray)‼️
💯Legit shop💯 https://t.co/kDhY1l3ulv",2025-11-22 17:50:14+00:00,2256025171,to order click here new puma fasttrac nitro gtx trail mens running shoes gray legit shop,Positive
1992270828160110613,"Shop Now on Amazon
https://t.co/ftHBC0rud2 https://t.co/vKajXevrMS",2025-11-22 16:35:54+00:00,1988219683405967360,shop now on amazon,Neutral
1992270527357161703,"PUMA Smash V2 Running Shoes just £18.99 (RRP: £47.95)

https://t.co/0DNbvmfkZM ad https://t.co/CbOLwnHx8j",2025-11-22 16:34:42+00:00,1373333593125191682,puma smash v running shoes just rrp ad,Neutral
1992270292107116835,"PUMA Unisex Smash V2Running Shoes just £18.99 (RRP: £47.95)

https://t.co/0DNbvmfkZM ad https://t.co/tsGzjenC3P",2025-11-22 16:33:46+00:00,1373333593125191682,puma unisex smash vrunning shoes just rrp ad,Neutral
1992268131600093371,"@ramirosdr912 Imagine in football they couldn't wear Nike, Adidas or Puma shoes/kits ... As simple as that, Makeup brands are their sponsors 

Why do you want a to make beauty contest if you can't sell beauty products? It's like you couldn't sell Neymar's new boots, for example",2025-11-22 16:25:11+00:00,1791202189475487746,imagine in football they couldnt wear nike adidas or puma shoeskits as simple as that makeup brands are their sponsors why do you want a to make beauty contest if you cant sell beauty products its like you couldnt sell neymars new boots for example,Positive
1992260794541539629,"Onitsuka tiger ORIGINAL from Japan 

Mexico 66 -https://t.co/CzbO5nKAYw

wts lfb ph shopee sneakers shoes nike jp Adidas puma spill the feels daydream  pob pc svt 2ne1 tix bini twice nct dream enhypen right here deadline tour in bulacan day 1 2 ticket vip https://t.co/KrUIoXV8RM",2025-11-22 15:56:02+00:00,2975466548,onitsuka tiger original from japan mexico wts lfb ph shopee sneakers shoes nike jp adidas puma spill the feels daydream pob pc svt ne tix bini twice nct dream enhypen right here deadline tour in bulacan day ticket vip,Positive
1992260308145201388,"Tata Cliqs dealings with customers are not good.I received Puma shoes on 26th October. I returned them because their colour had faded but they have not been picked up yet and they have cancelled my return request
@TataCLiQCare @tatacliqsupport https://t.co/zIqknoMXjk",2025-11-22 15:54:06+00:00,1971203114108649472,tata cliqs dealings with customers are not goodi received puma shoes on th october i returned them because their colour had faded but they have not been picked up yet and they have cancelled my return request,Neutral
1992226525887000768,"PUMA Puma Deviate NITRO™ 3 Men's Running Shoes (30970723_7) Running Shoes For Men(Black , 8)

 *Shop Now!*

https://t.co/aDCQBTzEwD https://t.co/BXm6Y5RRZW",2025-11-22 13:39:52+00:00,1213343684009193473,puma puma deviate nitro mens running shoes running shoes for menblack shop now,Neutral
1992211741951074615,"Want to buy the sonic puma shoes for grandma, she said she liked them and I find it somewhat funny",2025-11-22 12:41:07+00:00,1978713051416170496,want to buy the sonic puma shoes for grandma she said she liked them and i find it somewhat funny,Positive
1992200679147114933,"Tata Cliqs dealings with customers are not good.I received Puma shoes on 26th October. I returned them because their colour had faded but they have not been picked up yet and they have cancelled my return request. ...
@TataCLiQCare @tatacliqsupport https://t.co/Bsf3ZVPrxe",2025-11-22 11:57:09+00:00,1971203114108649472,tata cliqs dealings with customers are not goodi received puma shoes on th october i returned them because their colour had faded but they have not been picked up yet and they have cancelled my return request,Neutral
1992199812150927716,"Tata Cliqs dealings with customers are not good.I received Puma shoes on 26th October. I returned them because their colour had faded but they have not been picked up yet and they have cancelled my return request.
@TataCLiQCare @tatacliqsupport https://t.co/0ZGKoxIeI4",2025-11-22 11:53:43+00:00,1971203114108649472,tata cliqs dealings with customers are not goodi received puma shoes on th october i returned them because their colour had faded but they have not been picked up yet and they have cancelled my return request,Neutral
1992178745566785902,"[wts/lfb]

sofacat soccer shoes - black 

₱2790 + isf

size 35 ~ 44
feta
doo&amp;dop: check bio              

https://t.co/zWK5US3N6p

t. coquette lace ribbon sneakers balletcore ballet running nb puma speedcat sanrio https://t.co/AxdejZzIkn",2025-11-22 10:30:00+00:00,1364158403417759745,wtslfb sofacat soccer shoes black isf size feta dooampdop check bio t coquette lace ribbon sneakers balletcore ballet running nb puma speedcat sanrio,Negative
